,Код товара,Месяц,Направление продаж,"Продажи, шт"
845,135,9,Оптовая торговля,36
846,482,7,Розничная торговля,35
847,482,7,Оптовая торговля,35
848,482,8,Розничная торговля,46
849,482,8,Оптовая торговля,51
850,482,9,Розничная торговля,44
851,482,9,Оптовая торговля,46
852,33,7,Розничная торговля,24
853,33,7,Оптовая торговля,41
854,33,8,Розничная торговля,31
855,33,8,Оптовая торговля,47
856,33,9,Розничная торговля,29
857,33,9,Оптовая торговля,45
858,132,7,Розничная торговля,40
859,132,7,Оптовая торговля,40
860,132,8,Розничная торговля,42
861,132,8,Оптовая торговля,42
862,132,9,Розничная торговля,43
863,132,9,Оптовая торговля,43
864,323,7,Розничная торговля,48
865,323,7,Оптовая торговля,48
866,323,8,Розничная торговля,42
867,323,8,Оптовая торговля,43
868,323,9,Розничная торговля,43
869,323,9,Оптовая торговля,43
870,564,7,Розничная торговля,61
871,564,7,Оптовая торговля,59
872,564,8,Розничная торговля,38
873,564,8,Оптовая торговля,38
874,564,9,Розничная торговля,62
875,564,9,Оптовая торговля,63
876,632,7,Розничная торговля,38
877,632,7,Оптовая торговля,41
878,632,8,Розничная торговля,63
879,632,8,Оптовая торговля,70
880,632,9,Розничная торговля,44
881,632,9,Оптовая торговля,48
882,366,7,Розничная торговля,56
883,366,7,Оптовая торговля,56
884,366,8,Розничная торговля,56
885,366,8,Оптовая торговля,56
886,366,9,Розничная торговля,49
887,366,9,Оптовая торговля,48
888,255,7,Розничная торговля,40
889,255,7,Оптовая торговля,40
890,255,8,Розничная торговля,41
891,255,8,Оптовая торговля,42
892,255,9,Розничная торговля,48
893,255,9,Оптовая торговля,47
894,98,7,Розничная торговля,48
895,98,7,Оптовая торговля,46
896,98,8,Розничная торговля,47
897,98,8,Оптовая торговля,45
898,98,9,Розничная торговля,48
899,98,9,Оптовая торговля,49
900,640,7,Розничная торговля,42
901,640,7,Оптовая торговля,42
902,640,8,Розничная торговля,43
903,640,8,Оптовая торговля,43
904,640,9,Розничная торговля,44
905,640,9,Оптовая торговля,44
906,145,7,Розничная торговля,37
907,145,7,Оптовая торговля,34
908,145,8,Розничная торговля,36
909,145,8,Оптовая торговля,33
910,145,9,Розничная торговля,62
911,145,9,Оптовая торговля,61
912,7,7,Розничная торговля,72
913,7,7,Оптовая торговля,67
914,7,8,Розничная торговля,48
915,7,8,Оптовая торговля,46
916,7,9,Розничная торговля,40
917,7,9,Оптовая торговля,40
918,318,7,Розничная торговля,43
919,318,7,Оптовая торговля,44
920,318,8,Розничная торговля,43
921,318,8,Оптовая торговля,44
922,318,9,Розничная торговля,45
923,318,9,Оптовая торговля,46
924,110,7,Розничная торговля,45
925,110,7,Оптовая торговля,46
926,110,8,Розничная торговля,46
927,110,8,Оптовая торговля,47
928,110,9,Розничная торговля,46
929,110,9,Оптовая торговля,47
930,48,7,Розничная торговля,43
931,48,7,Оптовая торговля,43
932,48,8,Розничная торговля,40
933,48,8,Оптовая торговля,40
934,48,9,Розничная торговля,42
935,48,9,Оптовая торговля,43
936,393,7,Розничная торговля,47
937,393,7,Оптовая торговля,48
938,393,8,Розничная торговля,46
939,393,8,Оптовая торговля,47
940,393,9,Розничная торговля,40
